id,design_en,annotations
6247,"Artemis advancing left, head right, holding torch in both hands.","[(0, 7, 'PERSON'), (24, 28, 'OBJECT'), (44, 49, 'OBJECT')]"
5388,"Forepart of a bull, left.","[(14, 18, 'ANIMAL')]"
1684,"Poseidon enthroned left, naked to waist, holding fish, left, in outstretched right hand and trident in left arm over his shoulder.","[(0, 8, 'PERSON'), (49, 53, 'ANIMAL'), (92, 99, 'OBJECT')]"
24333,"Victory, winged, draped, walking right, holding wreath in right hand and palm in left hand; sometimes at foot, captive","[(0, 7, 'PERSON'), (48, 54, 'OBJECT'), (73, 77, 'PLANT')]"
6078,"Forepart of a bull lying left, right forehoof slightly raised.","[(14, 18, 'ANIMAL')]"
4888,"Tyche wearing kalathos, seated on rocks, holding rudder in right hand, resting her left arm on rock. Border of dots.","[(0, 5, 'PERSON'), (14, 22, 'OBJECT'), (34, 39, 'OBJECT'), (49, 55, 'OBJECT'), (95, 99, 'OBJECT')]"
20821,"Roma, helmeted, draped, enthroned front, and Constantinopolis, draped, enthroned left, head left, supporting a wreath inscribed VOT/XXX/MVLT/XXXX; Roma holding spear in left hand; Constantinopolis holding Victory on globe in right hand and sceptre in left hand, her right foot on prow","[(0, 4, 'PERSON'), (45, 61, 'PERSON'), (87, 91, 'OBJECT'), (111, 117, 'OBJECT'), (147, 151, 'PERSON'), (160, 165, 'OBJECT'), (180, 196, 'PERSON'), (205, 212, 'PERSON'), (216, 221, 'OBJECT'), (240, 247, 'OBJECT'), (280, 284, 'OBJECT')]"
16451,"Genius, standing front, head left, sacrificing with patera over tripod, left arm at side; by altar, bull reclining","[(0, 6, 'PERSON'), (24, 28, 'OBJECT'), (52, 58, 'OBJECT'), (64, 70, 'OBJECT'), (93, 98, 'OBJECT'), (100, 104, 'ANIMAL')]"
11598,"Bust of Diocletian, laureate, draped, cuirassed, right, holding spear over right shoulder and shield on left arm","[(0, 4, 'OBJECT'), (8, 18, 'PERSON'), (64, 69, 'OBJECT'), (94, 100, 'OBJECT')]"
14453,"Constantine I, helmeted, draped, cuirassed, cloak draped across left shoulder, advancing right, holding transverse spear right hand and holding trophy across left shoulder; with foot, pushing captive to ground","[(0, 13, 'PERSON'), (44, 49, 'OBJECT'), (115, 120, 'OBJECT'), (144, 150, 'OBJECT')]"
11187,"Bust of Constans, pearl-diademed, draped, cuirassed, left, holding globe in right hand; N behind bust","[(0, 4, 'OBJECT'), (8, 16, 'PERSON'), (18, 23, 'OBJECT'), (67, 72, 'OBJECT'), (97, 101, 'OBJECT')]"
10477,"Apollo, nude, standing left, holding branch in right hand, lyre set on rock with left hand","[(0, 6, 'PERSON'), (37, 43, 'OBJECT'), (59, 63, 'OBJECT'), (71, 75, 'OBJECT')]"
16471,"Genius, standing left, sacrificing with patera over tripod, left arm at side","[(0, 6, 'PERSON'), (40, 46, 'OBJECT'), (52, 58, 'OBJECT')]"
19072,"Mars, helmeted, nude chlamys flying, advancing right, holding trophy across right shoulder and transverse spear in left hand","[(0, 4, 'PERSON'), (21, 28, 'OBJECT'), (62, 68, 'OBJECT'), (106, 111, 'OBJECT')]"
3017,"Head of Meanad, right, wearing an ivy wreath.","[(0, 4, 'OBJECT'), (34, 44, 'OBJECT')]"
23755,"Victory, winged, draped, advancing left, head right, holding wreath in right hand and dragging captive with left hand; ☧ in left field","[(0, 7, 'PERSON'), (41, 45, 'OBJECT'), (61, 67, 'OBJECT')]"
10472,"Apollo, nude to waist, seated left, holding laurel-branch and resting left elbow on lyre","[(0, 6, 'PERSON'), (44, 50, 'PLANT'), (51, 57, 'OBJECT'), (84, 88, 'OBJECT')]"
15728,"Felicitas, seated right, holding caduceus in right hand and cornucopiae at shoulder in left hand","[(33, 41, 'OBJECT'), (60, 71, 'OBJECT')]"
18777,"Marcian monogram 1 within wreath with exergual line, + above","[(0, 7, 'PERSON'), (26, 32, 'OBJECT')]"
16245,"Galley with pilot and rowers, sitting left","[(0, 6, 'OBJECT')]"
20809,"Roma, helmeted, draped, enthroned front, and Constantinopolis, draped, enthroned left, head left, supporting a wreath inscribed FEL/ICI/TER/V; Roma holding spear in left hand; Constantinopolis holding sceptre in left hand, her right foot on prow","[(0, 4, 'PERSON'), (45, 61, 'PERSON'), (87, 91, 'OBJECT'), (111, 117, 'OBJECT'), (143, 147, 'PERSON'), (156, 161, 'OBJECT'), (176, 192, 'PERSON'), (201, 208, 'OBJECT'), (241, 245, 'OBJECT')]"
11500,"Bust of Cornelia Supera, diademed, draped, on crescent, right","[(0, 4, 'OBJECT'), (46, 54, 'OBJECT')]"
11827,"Bust of Galerius, laureate, cuirassed, left, holding sceptre in right hand and shield in left hand","[(0, 4, 'OBJECT'), (8, 16, 'PERSON'), (53, 60, 'OBJECT'), (79, 85, 'OBJECT')]"
19109,"Mars, helmeted, standing left, holding branch in right hand and reversed spear in left hand","[(0, 4, 'PERSON'), (39, 45, 'OBJECT'), (73, 78, 'OBJECT')]"
8199,Thyrsus with ribbons.,"[(0, 7, 'OBJECT'), (13, 20, 'OBJECT')]"
10525,"Aquila between two standards; one decorated with banner, the other decorated with hand","[(0, 6, 'OBJECT'), (19, 28, 'OBJECT'), (49, 55, 'OBJECT')]"
22401,"Theodosius II, draped, cuirassed, standing right, active, holding standard in right hand and Victory on globe in left hand; spurning seated bound captive whose knees are flat with left foot","[(0, 13, 'PERSON'), (66, 74, 'OBJECT'), (93, 100, 'PERSON'), (104, 109, 'OBJECT'), (160, 165, 'OBJECT')]"
21254,"Salus, draped, seated left, feeding serpent rising from altar","[(36, 43, 'ANIMAL'), (56, 61, 'OBJECT')]"
18034,"Jupiter, naked except for cloak wrapped around raised left arm, hurrying right, brandishing thunderbolt in right hand","[(0, 7, 'PERSON'), (26, 31, 'OBJECT'), (92, 103, 'OBJECT')]"
5210,"Nemesis (Aequitas) standing left, wearing kalathos, holding scales and cornucopia; at her feet, wheel.","[(0, 7, 'PERSON'), (9, 17, 'PERSON'), (42, 50, 'OBJECT'), (60, 66, 'OBJECT'), (71, 81, 'OBJECT'), (96, 101, 'OBJECT')]"
2684,"Laureate bust of Severus Alexander, right, wearing paludamentum.","[(9, 13, 'OBJECT'), (17, 34, 'PERSON'), (51, 63, 'OBJECT')]"
15463,Equestrian statue of Agrippa bearing trophy on ornamented pedestal,"[(11, 17, 'OBJECT'), (21, 28, 'PERSON'), (37, 43, 'OBJECT')]"
7906,"Head of a bearded Zeus Ammon with ram\'s horn and ear facing, slightly left, above a tunny left.","[(0, 4, 'OBJECT'), (18, 22, 'PERSON'), (34, 37, 'ANIMAL'), (50, 53, 'PLANT'), (85, 90, 'ANIMAL')]"
291,"Bare-headed bust of lightly bearded Commodus, right, wearing cuirass and paludamentum.","[(12, 16, 'OBJECT'), (36, 44, 'PERSON'), (61, 68, 'OBJECT'), (73, 85, 'OBJECT')]"
3831,"Athena standing right, holding spear in right hand, owl sitting on left hand; at her feet, shield.","[(0, 6, 'PERSON'), (31, 36, 'OBJECT'), (52, 55, 'ANIMAL'), (91, 97, 'OBJECT')]"
3612,"Horse prancing left; above, grape, below crescent.","[(0, 5, 'ANIMAL'), (28, 33, 'PLANT'), (41, 49, 'OBJECT')]"
11387,"Bust of Constantius Chlorus, laureate, helmeted, cuirassed, left, holding spear over right shoulder and shield on left arm","[(0, 4, 'OBJECT'), (8, 27, 'PERSON'), (74, 79, 'OBJECT'), (104, 110, 'OBJECT')]"
22597,"Trajan, standing left, extending right hand to boy and girl standing right","[(0, 6, 'PERSON')]"
16660,"Hadrian riding right, raising hand; before him, a crowd of three soldiers with standards","[(0, 7, 'PERSON'), (65, 73, 'PERSON'), (79, 88, 'OBJECT')]"
11777,"Bust of Faustina the Younger, draped, right, hair is elaborately dressed in horizontal lines with ringlets down front; band of pearls round head","[(0, 4, 'OBJECT'), (8, 28, 'PERSON'), (119, 123, 'OBJECT'), (127, 133, 'OBJECT'), (140, 144, 'OBJECT')]"
22019,"Sol, radiate, walking left, raising right hand and holding whip","[(0, 3, 'PERSON'), (5, 12, 'OBJECT'), (59, 63, 'OBJECT')]"
19630,"Nero as Apollo Citharoedus, laureate, advancing right, playing lyre","[(0, 4, 'PERSON'), (8, 26, 'PERSON'), (63, 67, 'OBJECT')]"
22805,Two captives seated left and right at base of trophy,"[(38, 42, 'OBJECT'), (46, 52, 'OBJECT')]"
15055,"Distyle temple with flat roof, in which is Jupiter, naked to waist, standing front, holding patera in extended right hand and long sceptre in left hand","[(8, 14, 'OBJECT'), (25, 29, 'OBJECT'), (43, 50, 'PERSON'), (92, 98, 'OBJECT'), (131, 138, 'OBJECT')]"
3832,"Athena standing facing, head right, wearing helmet and long garment, resting on inverted spear with right hand; owl sitting on left hand; at her feet, shield.","[(0, 6, 'PERSON'), (24, 28, 'OBJECT'), (44, 50, 'OBJECT'), (60, 67, 'OBJECT'), (89, 94, 'OBJECT'), (112, 115, 'ANIMAL'), (151, 157, 'OBJECT')]"
5647,"Forepart of a lion, right, within incuse square.","[(14, 18, 'ANIMAL')]"
2801,"Nude Aphrodite standing facing, covering breasts with right arm and pudenda with left hand.","[(5, 14, 'PERSON'), (41, 48, 'OBJECT')]"
19476,"Minerva, helmeted, draped, standing left, holding spear in right hand and leaning on shield with left hand","[(0, 7, 'PERSON'), (50, 55, 'OBJECT'), (85, 91, 'OBJECT')]"
10117,"Aesculapius, naked to waist, standing left, offering patera (or cake?) in right hand to snake coiled around rod at right side, left hand at side","[(0, 11, 'PERSON'), (53, 59, 'OBJECT'), (88, 93, 'ANIMAL')]"
8748,"Bearded head of a satyr, left, with long hair and blunt nose.","[(8, 12, 'OBJECT'), (18, 23, 'PERSON')]"
3788,"Aphrodite standing left, head right, covering her breasts with right hand and pudenda with left hand; in right field below her garment on a cippus.","[(0, 9, 'PERSON'), (25, 29, 'OBJECT'), (50, 57, 'OBJECT'), (127, 134, 'OBJECT'), (140, 146, 'OBJECT')]"
18934,"Mars, helmeted, advancing right, holding spear in right hand and trophy in left hand","[(0, 4, 'PERSON'), (41, 46, 'OBJECT'), (65, 71, 'OBJECT')]"
6215,"Hades-Serapis enthroned left, wearing kalathos, holding patera and sceptre.","[(0, 13, 'PERSON'), (38, 46, 'OBJECT'), (56, 62, 'OBJECT'), (67, 74, 'OBJECT')]"
17640,"Honorius, draped, cuirassed, standing front, head left, holding standard inscribed ☧ in right hand and globe in left hand; to his right, a bound captive looking at him","[(0, 8, 'PERSON'), (45, 49, 'OBJECT'), (64, 72, 'OBJECT'), (103, 108, 'OBJECT')]"
6227,"River-god (Tonzos) and Apollo (or Orestes?); to left, bearded river-god (Tonzos) reclining right, holding oar and resting on water-urn; to right, nude Apollo (or Orestes?), standing left, holding patera and laurel branch.","[(0, 9, 'PERSON'), (11, 17, 'PERSON'), (23, 29, 'PERSON'), (62, 71, 'PERSON'), (73, 79, 'PERSON'), (106, 109, 'OBJECT'), (131, 134, 'OBJECT'), (151, 157, 'PERSON'), (196, 202, 'OBJECT'), (207, 220, 'OBJECT')]"
16914,"Head of Concordia, diademed and veiled, right","[(0, 4, 'OBJECT'), (8, 17, 'PERSON')]"
2834,"Eagle standing right, wings spread, holding a wreath in beak.","[(0, 5, 'ANIMAL'), (46, 52, 'OBJECT')]"
12010,"Bust of Genius, right; cornucopia behind","[(0, 4, 'OBJECT'), (8, 14, 'PERSON'), (23, 33, 'OBJECT')]"
1395,"Radiate bust of Valerian, right, wearing cuirass and paludamentum.","[(0, 7, 'OBJECT'), (8, 12, 'OBJECT'), (16, 24, 'PERSON'), (41, 48, 'OBJECT'), (53, 65, 'OBJECT')]"
6722,"Female head, right, entwined by two serpents.","[(0, 6, 'PERSON'), (7, 11, 'OBJECT'), (36, 44, 'ANIMAL')]"
19508,"Minerva, helmeted, draped, standing, left, holding owl on extended right hand and vertical spear in left: at feet, right, round shield.","[(0, 7, 'PERSON'), (51, 54, 'ANIMAL'), (91, 96, 'OBJECT'), (128, 134, 'OBJECT')]"
21491,"Securitas, draped, seated right, holding sceptre and propping head on right hand","[(41, 48, 'OBJECT'), (62, 66, 'OBJECT')]"
21747,"She-wolf, standing right, suckling Romulus and Remus","[(0, 8, 'ANIMAL'), (35, 42, 'PERSON'), (47, 52, 'PERSON')]"
10265,"Annona, draped, seated right, holding cornucopiae in both hands: modius with grain stalks at her feet","[(0, 6, 'PERSON'), (38, 49, 'OBJECT'), (65, 71, 'OBJECT'), (77, 82, 'PLANT'), (83, 89, 'PLANT')]"
21060,"Roma, helmeted, in military dress, standing at angle to left, holding Victory on globe in right hand and spear in left","[(0, 4, 'PERSON'), (70, 77, 'PERSON'), (81, 86, 'OBJECT'), (105, 110, 'OBJECT')]"
16987,"Head of Diocletian, laureate, left, sometimes seen from behind","[(0, 4, 'OBJECT'), (8, 18, 'PERSON')]"
3964,"Closed city gate with straight lintel, flanked by two crenellated towers, third crenellated tower rising from center.Ground line. Border of dots.","[(7, 16, 'OBJECT'), (66, 72, 'OBJECT'), (92, 97, 'OBJECT')]"
19060,"Mars, helmeted, naked except for cloak round waist, standing left, holding spear slanting upwards in right hand and trophy on left shoulder in left","[(0, 4, 'PERSON'), (33, 38, 'OBJECT'), (75, 80, 'OBJECT'), (116, 122, 'OBJECT')]"
20405,"Providentia, draped, seated left, holding baton in right hand and sceptre in left hand; at foot, globe","[(42, 47, 'OBJECT'), (66, 73, 'OBJECT'), (97, 102, 'OBJECT')]"
13411,"Bust of Vetranio, laureate, draped, cuirassed, right","[(0, 4, 'OBJECT'), (8, 16, 'PERSON')]"
16213,"Galba, in military dress, seated left on curule chair, holding parazonium in left hand and extending right hand to female figure, draped, standing right, holding palladium in right hand and cornucopia in left","[(48, 53, 'OBJECT'), (63, 73, 'OBJECT'), (115, 121, 'PERSON'), (122, 128, 'PERSON'), (162, 171, 'OBJECT'), (190, 200, 'OBJECT')]"
24290,"Victory, winged, draped, walking left, holding palm in right hand and trophy in left hand","[(0, 7, 'PERSON'), (47, 51, 'PLANT'), (70, 76, 'OBJECT')]"
17991,"Jupiter, chlamys hanging from left shoulder, standing left, holding thunderbolt in right hand and leaning on sceptre with left hand; to left by feet, eagle holding wreath in beak","[(0, 7, 'PERSON'), (9, 16, 'OBJECT'), (68, 79, 'OBJECT'), (109, 116, 'OBJECT'), (150, 155, 'ANIMAL'), (164, 170, 'OBJECT')]"
14456,"Constantine I, helmeted, draped, cuirassed, standing right, holding reversed vertical spear in right hand and resting left hand on shield","[(0, 13, 'PERSON'), (86, 91, 'OBJECT'), (131, 137, 'OBJECT')]"
418,"Dolphin swimming left; above, two pellets above; below, three pellets below.","[(0, 7, 'ANIMAL'), (34, 41, 'OBJECT'), (62, 69, 'OBJECT')]"
14944,"Diana Lucifera advancing right, crescent on head, holding a torch in each hand","[(0, 14, 'PERSON'), (32, 40, 'OBJECT'), (44, 48, 'OBJECT'), (60, 65, 'OBJECT')]"
19866,"Pax, draped, standing left, extending winged caduceus in right hand over follis(purse) lying on tripod left, holding branch in left hand, resting left arm on a garlanded column","[(0, 3, 'PERSON'), (45, 53, 'OBJECT'), (80, 85, 'OBJECT'), (96, 102, 'OBJECT'), (117, 123, 'OBJECT'), (170, 176, 'OBJECT')]"
4781,"Diademed and draped bust of Artemis, right; bow and quiver over left shoulder.","[(20, 24, 'OBJECT'), (28, 35, 'PERSON'), (44, 47, 'OBJECT'), (52, 58, 'OBJECT')]"
16531,Germania seated right on shield; broken spear below,"[(0, 8, 'PERSON'), (25, 31, 'OBJECT'), (40, 45, 'OBJECT')]"
10026,"Abundantia, draped, standing left, emptying cornucopiae","[(0, 10, 'PERSON'), (44, 55, 'OBJECT')]"
8374,"Head of Athena, right, wearing Corinthian helmet; within incuse square.","[(0, 4, 'OBJECT'), (8, 14, 'PERSON'), (42, 48, 'OBJECT')]"
12279,"Bust of Licinius II, laureate, draped, left, holding Victory on globe in right hand and mappa in left hand","[(0, 4, 'OBJECT'), (8, 19, 'PERSON'), (53, 60, 'PERSON'), (64, 69, 'OBJECT'), (88, 93, 'OBJECT')]"
23556,"Victory seated right on cuirass, writing VOT/V on shield held up by winged Genius","[(0, 7, 'PERSON'), (24, 31, 'OBJECT'), (50, 56, 'OBJECT'), (75, 81, 'PERSON')]"
18378,Legend in dotted circle in laurel wreath,"[(27, 40, 'OBJECT')]"
22808,"Two captives, each wearing pointed cap and draped to ankles, seated in mourning aptitude back to back, left and right of central trophy","[(35, 38, 'OBJECT'), (129, 135, 'OBJECT')]"
8099,"Nude, bearded man with pilos kneeling on a tunny left and holding a round shield on his left arm.","[(14, 17, 'PERSON'), (23, 28, 'OBJECT'), (43, 48, 'ANIMAL'), (74, 80, 'OBJECT')]"
24591,"Woman, standing left, holding corn-ears in right hand and patera in left","[(0, 5, 'PERSON'), (30, 34, 'PLANT'), (35, 39, 'PLANT'), (58, 64, 'OBJECT')]"
18136,"Jupiter, nude, standing front, head right, holding sceptre in right hand and thunderbolt in left hand; at foot, eagle holding wreath in its beak","[(0, 7, 'PERSON'), (31, 35, 'OBJECT'), (51, 58, 'OBJECT'), (77, 88, 'OBJECT'), (112, 117, 'ANIMAL'), (126, 132, 'OBJECT')]"
16968,"Head of Constantius Gallus, bareheaded, right","[(0, 4, 'OBJECT'), (8, 26, 'PERSON')]"
5615,"Hygieia standing facing, head right, holding serpent in right arm and a patera in left hand.","[(0, 7, 'PERSON'), (25, 29, 'OBJECT'), (45, 52, 'ANIMAL'), (72, 78, 'OBJECT')]"
21184,"Saloninus, standing left, holding baton in right hand and spear in left hand; to right, two ensigns","[(0, 9, 'PERSON'), (34, 39, 'OBJECT'), (58, 63, 'OBJECT'), (92, 99, 'OBJECT')]"
2522,"Artemis advancing right, holding bow in left hand, drawing arrow with right hand from quiver at shoulder; at her feet, hound running right. Short ground line. Border of dots.","[(0, 7, 'PERSON'), (33, 36, 'OBJECT'), (59, 64, 'OBJECT'), (86, 92, 'OBJECT'), (119, 124, 'ANIMAL')]"
11521,"Bust of Crispus, laureate, cuirassed, left, holding shield on right arm and spear across left shoulder with Victory on globe in left hand","[(0, 4, 'OBJECT'), (8, 15, 'PERSON'), (52, 58, 'OBJECT'), (76, 81, 'OBJECT'), (108, 115, 'PERSON'), (119, 124, 'OBJECT')]"
13726,"Caracalla, veiled, togate, standing left, sacrificing out of patera in right hand over tripod and holding roll in left hand","[(0, 9, 'PERSON'), (61, 67, 'OBJECT'), (87, 93, 'OBJECT'), (106, 110, 'OBJECT')]"
10452,"Apollo standing left, holding plectrum in right hand and lyre in left hand","[(0, 6, 'PERSON'), (30, 38, 'OBJECT'), (57, 61, 'OBJECT')]"
16219,"Galerius, draped, cuirassed, galloping right, spearing kneeling enemy with right hand and holding shield on left arm; on ground, another enemy, prostrate","[(0, 8, 'PERSON'), (98, 104, 'OBJECT')]"
17103,"Head of Janus, beardless","[(0, 4, 'OBJECT'), (8, 13, 'PERSON')]"
7302,"Bearded river-god (Hebros) reclining right, holding plants ? in left hand.","[(8, 17, 'PERSON'), (19, 25, 'PERSON'), (52, 58, 'PLANT')]"
14427,"Constantine I, draped, cuirassed, standing left, with right hand assisting kneeling turreted female figure being presented by soldier with shield and with left hand holding sceptre; behind him, Victory standing, crowning him with palm","[(0, 13, 'PERSON'), (93, 99, 'PERSON'), (100, 106, 'PERSON'), (139, 145, 'OBJECT'), (173, 180, 'OBJECT'), (194, 201, 'PERSON'), (230, 234, 'PLANT')]"
5442,"Asclepius standing facing, head left, holding serpent-staff in left hand. Border of dots.","[(0, 9, 'PERSON'), (27, 31, 'OBJECT'), (46, 53, 'ANIMAL'), (54, 59, 'OBJECT')]"
12280,"Bust of Licinius II, laureate, draped, left, holding sceptre in right hand and mappa in left hand","[(0, 4, 'OBJECT'), (8, 19, 'PERSON'), (53, 60, 'OBJECT'), (79, 84, 'OBJECT')]"
300,"Laureate bust of Commodus, right, wearing paludamentum.","[(9, 13, 'OBJECT'), (17, 25, 'PERSON'), (42, 54, 'OBJECT')]"
16221,"Galerius, draped, cuirassed, standing front and slightly left, raising right hand and leaning on sceptre with left hand; on either side, standard","[(0, 8, 'PERSON'), (97, 104, 'OBJECT'), (137, 145, 'OBJECT')]"
14151,"Concordia standing left, resting on column, holding patera and (usually double) cornucopia","[(0, 9, 'PERSON'), (36, 42, 'OBJECT'), (52, 58, 'OBJECT'), (80, 90, 'OBJECT')]"
1411,Obelisk of Apollo (Karinos) on a double base.,"[(0, 7, 'OBJECT'), (11, 17, 'PERSON'), (40, 44, 'OBJECT')]"
24347,"Victory, winged, naked to waist, standing front, head right, holding palm in right hand and with left hand placing on palm-tree a shield inscribed, VIC PAR","[(0, 7, 'PERSON'), (49, 53, 'OBJECT'), (69, 73, 'PLANT'), (118, 122, 'PLANT'), (123, 127, 'PLANT'), (130, 136, 'OBJECT')]"
10641,"Aurelian, standing left, sometimes holding sceptre in left hand clasping hand of Concordia","[(0, 8, 'PERSON'), (43, 50, 'OBJECT'), (81, 90, 'PERSON')]"
1895,"Forepart of a lion, left, breaking spear in jaws; under the lion, grain.","[(14, 18, 'ANIMAL'), (35, 40, 'OBJECT'), (44, 48, 'OBJECT'), (60, 64, 'ANIMAL'), (66, 71, 'PLANT')]"
1181,"Tyche standing facing, head left, wearing kalathos, holding rudder in right hand and cornucopia in left arm. Short ground line. Border of dots.","[(0, 5, 'PERSON'), (23, 27, 'OBJECT'), (42, 50, 'OBJECT'), (60, 66, 'OBJECT'), (85, 95, 'OBJECT')]"
10660,"Aurelian, standing right, holding spear, receiving globe from Sol, holding whip and treading down captive, seated between them","[(0, 8, 'PERSON'), (34, 39, 'OBJECT'), (51, 56, 'OBJECT'), (62, 65, 'PERSON'), (75, 79, 'OBJECT')]"
7802,"Asclepius and Athena; to left, Asclepius standing facing, head left, leaning on serpent-staff with right hand; to right, Athena standing left, crowning with right outstretched arm Asclepius, left hand on shield.","[(0, 9, 'PERSON'), (14, 20, 'PERSON'), (31, 40, 'PERSON'), (58, 62, 'OBJECT'), (80, 87, 'ANIMAL'), (88, 93, 'OBJECT'), (121, 127, 'PERSON'), (180, 189, 'PERSON'), (204, 210, 'OBJECT')]"
13547,CONSTANS / AVG within a wreath,"[(24, 30, 'OBJECT')]"
5608,"Nude athlete standing facing, head right, holding palm branch and wreath.","[(5, 12, 'PERSON'), (30, 34, 'OBJECT'), (50, 61, 'OBJECT'), (66, 72, 'OBJECT')]"
10834,"Bust of Antoninus Pius, bare-headed, cuirassed, right","[(0, 4, 'OBJECT'), (8, 22, 'PERSON')]"
3570,"Turreted Tyche enthroned left, holding sceptre in right hand and cornucopia in left arm. Ground line. Border of dots.","[(9, 14, 'PERSON'), (39, 46, 'OBJECT'), (65, 75, 'OBJECT')]"
14610,"Constantius Chlorus, draped, cuirassed, standing right, holding spear in right hand and globe in left hand","[(0, 19, 'PERSON'), (64, 69, 'OBJECT'), (88, 93, 'OBJECT')]"
2166,Swastika; right-facing; between the legs two stripes; within incuse square.,"[(0, 8, 'OBJECT')]"
21376,"Salus, draped, standing right, leaning on column and feeding snake","[(42, 48, 'OBJECT'), (61, 66, 'ANIMAL')]"
7683,"Head of a young man with Phrygian cap left. Below, a tunny left.","[(0, 4, 'OBJECT'), (16, 19, 'PERSON'), (34, 37, 'OBJECT'), (53, 58, 'ANIMAL')]"
18388,Legend in four lines on viaduct between two arched surmounted by equestrian statues and trophies,"[(76, 83, 'OBJECT'), (88, 96, 'OBJECT')]"
20918,"Roma, helmeted, draped, seated left on shield, holding palladium in right hand and spear in left hand","[(0, 4, 'PERSON'), (39, 45, 'OBJECT'), (55, 64, 'OBJECT'), (83, 88, 'OBJECT')]"
15114,"Domitian standing right over altar; victimarius with pig right; Tellus, holding cornucopiae, grain, and poppies, reclining right; flute and lyre players behind","[(0, 8, 'PERSON'), (29, 34, 'OBJECT'), (80, 91, 'OBJECT'), (93, 98, 'PLANT'), (104, 111, 'PLANT'), (140, 144, 'OBJECT')]"
20164,"Pietas, draped, standing right,  sacrificing at altar, raising right hand and holding box of incense in left","[(0, 6, 'PERSON'), (48, 53, 'OBJECT'), (86, 89, 'OBJECT')]"
13130,"Bust of Severus Alexander, radiate, draped over left shoulder, right","[(0, 4, 'OBJECT'), (8, 25, 'PERSON'), (27, 34, 'OBJECT')]"
24164,"Victory, winged, draped, standing right in biga, holding whip","[(0, 7, 'PERSON'), (43, 47, 'OBJECT'), (57, 61, 'OBJECT')]"
3024,"Diademed head of Trajan, right; in front of him, right, spear.","[(9, 13, 'OBJECT'), (17, 23, 'PERSON'), (56, 61, 'OBJECT')]"
1174,"Tyche seated left on cippus, holding ears of corn in right hand, left resting on cippus; at her feet, river-god swimming, left.","[(0, 5, 'PERSON'), (21, 27, 'OBJECT'), (37, 49, 'PLANT'), (81, 87, 'OBJECT'), (102, 111, 'PERSON')]"
10129,"Aeternitas standing left, holding faces on sun and moon","[(43, 46, 'OBJECT')]"
4885,"Hero and Leander: nude Leander swimming right; to right, Hero standing on top of tower, holding lamp. Border of dots.","[(81, 86, 'OBJECT')]"
19766,"Pannonia, diademed, veiled, draped, standing left, holding transverse ensign","[(70, 76, 'OBJECT')]"
5194,"Emperor (Caracalla) in military attire riding right on horseback, wearing cuirass and fluttering paludamentum, holding palladion in his right and spear in his left hand. Border of dots.","[(0, 7, 'PERSON'), (9, 18, 'PERSON'), (23, 38, 'OBJECT'), (55, 64, 'ANIMAL'), (74, 81, 'OBJECT'), (97, 109, 'OBJECT'), (146, 151, 'OBJECT')]"
5343,Wheel with four spokes within incuse square.,"[(0, 5, 'OBJECT')]"
20403,"Providentia, draped, holding corn-ears in right hand over modius and cornucopiae in left hand","[(29, 33, 'PLANT'), (34, 38, 'PLANT'), (58, 64, 'OBJECT'), (69, 80, 'OBJECT')]"
23260,"Venus, draped, standing left, holding patera in extended right hand and sceptre in left hand","[(0, 5, 'PERSON'), (38, 44, 'OBJECT'), (72, 79, 'OBJECT')]"
12512,"Bust of Maximian, laureate, cuirassed, left, holding spear (rarely sceptre) over right shoulder and shield on left arm","[(0, 4, 'OBJECT'), (8, 16, 'PERSON'), (53, 58, 'OBJECT'), (67, 74, 'OBJECT'), (100, 106, 'OBJECT')]"
18178,"Jupiter, standing front, head left, holding thunderbolt in right hand and leaning on sceptre in left hand","[(0, 7, 'PERSON'), (25, 29, 'OBJECT'), (44, 55, 'OBJECT'), (85, 92, 'OBJECT')]"
14858,"Cupid riding dolphin right, with six-pointed star in field right","[(0, 5, 'PERSON'), (13, 20, 'ANIMAL'), (45, 49, 'OBJECT')]"
16449,"Genius, standing at altar, holding patera in right hand and cornucopiae in left hand","[(0, 6, 'PERSON'), (20, 25, 'OBJECT'), (35, 41, 'OBJECT'), (60, 71, 'OBJECT')]"
1382,"Poseidon standing right, resting right arm on trident, holding fish in left hand; left foot on a prow, right.","[(0, 8, 'PERSON'), (46, 53, 'OBJECT'), (63, 67, 'ANIMAL'), (97, 101, 'OBJECT')]"
14608,"Constantius Chlorus, draped, cuirassed, standing right, extending right hand to raise female figure and leaning on spear with left hand; female figure (Britannia?) holding spear and oblong shield; Victory, holding palm in left hand, crowning him from behind","[(0, 19, 'PERSON'), (86, 92, 'PERSON'), (93, 99, 'PERSON'), (115, 120, 'OBJECT'), (137, 143, 'PERSON'), (144, 150, 'PERSON'), (152, 161, 'PERSON'), (172, 177, 'OBJECT'), (189, 195, 'OBJECT'), (197, 204, 'PERSON'), (214, 218, 'PLANT')]"
4586,"Two octastyle temples facing each other, both on crepidoma; above, two prize urns, each containing two palm branches.","[(14, 21, 'OBJECT'), (49, 58, 'OBJECT'), (77, 81, 'OBJECT'), (103, 116, 'OBJECT')]"
20453,"Providentia, draped, standing left, holding globe on extended right hand and cornucopiae in left hand","[(44, 49, 'OBJECT'), (77, 88, 'OBJECT')]"
